"REF_DATE","GEO","DGUID","Farm products","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1980-01","Manitoba","2016A000246","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212166","7.4","170.49","","","t","2"
"1980-01","Manitoba","2016A000246","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212167","7.5","133.74","","","t","2"
"1980-01","Manitoba","2016A000246","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212168","7.6","178.79","","","t","2"
"1980-01","Manitoba","2016A000246","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212169","7.7","142.90","","","t","2"
"1980-01","Saskatchewan","2016A000247","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212202","8.4","175.79","","","t","2"
"1980-01","Saskatchewan","2016A000247","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212203","8.5","137.05","","","t","2"
"1980-01","Saskatchewan","2016A000247","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212204","8.6","187.00","","","t","2"
"1980-01","Saskatchewan","2016A000247","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212205","8.7","146.25","","","t","2"
"1980-01","Alberta","2016A000248","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212238","9.4","175.51","","","t","2"
"1980-01","Alberta","2016A000248","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212239","9.5","137.42","","","t","2"
"1980-01","Alberta","2016A000248","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212240","9.6","184.81","","","t","2"
"1980-01","Alberta","2016A000248","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212241","9.7","146.61","","","t","2"
"1980-02","Manitoba","2016A000246","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212166","7.4","169.76","","","t","2"
"1980-02","Manitoba","2016A000246","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212167","7.5","133.02","","","t","2"
"1980-02","Manitoba","2016A000246","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212168","7.6","178.05","","","t","2"
"1980-02","Manitoba","2016A000246","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212169","7.7","142.36","","","t","2"
"1980-02","Saskatchewan","2016A000247","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212202","8.4","174.32","","","t","2"
"1980-02","Saskatchewan","2016A000247","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212203","8.5","135.58","","","t","2"
"1980-02","Saskatchewan","2016A000247","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212204","8.6","185.49","","","t","2"
"1980-02","Saskatchewan","2016A000247","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212205","8.7","144.76","","","t","2"
"1980-02","Alberta","2016A000248","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212238","9.4","174.78","","","t","2"
"1980-02","Alberta","2016A000248","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212239","9.5","136.68","","","t","2"
"1980-02","Alberta","2016A000248","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212240","9.6","184.13","","","t","2"
"1980-02","Alberta","2016A000248","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212241","9.7","145.92","","","t","2"
"1980-03","Manitoba","2016A000246","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212166","7.4","170.86","","","t","2"
"1980-03","Manitoba","2016A000246","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212167","7.5","134.11","","","t","2"
"1980-03","Manitoba","2016A000246","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212168","7.6","179.13","","","t","2"
"1980-03","Manitoba","2016A000246","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212169","7.7","143.29","","","t","2"
"1980-03","Saskatchewan","2016A000247","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212202","8.4","176.16","","","t","2"
"1980-03","Saskatchewan","2016A000247","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212203","8.5","137.42","","","t","2"
"1980-03","Saskatchewan","2016A000247","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212204","8.6","187.35","","","t","2"
"1980-03","Saskatchewan","2016A000247","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212205","8.7","146.60","","","t","2"
"1980-03","Alberta","2016A000248","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212238","9.4","169.27","","","t","2"
"1980-03","Alberta","2016A000248","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212239","9.5","131.17","","","t","2"
"1980-03","Alberta","2016A000248","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212240","9.6","178.59","","","t","2"
"1980-03","Alberta","2016A000248","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212241","9.7","140.34","","","t","2"
"1980-04","Manitoba","2016A000246","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212166","7.4","174.54","","","t","2"
"1980-04","Manitoba","2016A000246","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212167","7.5","137.79","","","t","2"
"1980-04","Manitoba","2016A000246","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212168","7.6","182.85","","","t","2"
"1980-04","Manitoba","2016A000246","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212169","7.7","146.99","","","t","2"
"1980-04","Saskatchewan","2016A000247","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212202","8.4","178.00","","","t","2"
"1980-04","Saskatchewan","2016A000247","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212203","8.5","139.26","","","t","2"
"1980-04","Saskatchewan","2016A000247","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212204","8.6","189.20","","","t","2"
"1980-04","Saskatchewan","2016A000247","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212205","8.7","148.44","","","t","2"
"1980-04","Alberta","2016A000248","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212238","9.4","175.51","","","t","2"
"1980-04","Alberta","2016A000248","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212239","9.5","137.42","","","t","2"
"1980-04","Alberta","2016A000248","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212240","9.6","184.79","","","t","2"
"1980-04","Alberta","2016A000248","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212241","9.7","146.60","","","t","2"
"1980-05","Manitoba","2016A000246","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212166","7.4","172.33","","","t","2"
"1980-05","Manitoba","2016A000246","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212167","7.5","135.58","","","t","2"
"1980-05","Manitoba","2016A000246","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212168","7.6","180.55","","","t","2"
"1980-05","Manitoba","2016A000246","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212169","7.7","144.73","","","t","2"
"1980-05","Saskatchewan","2016A000247","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212202","8.4","177.26","","","t","2"
"1980-05","Saskatchewan","2016A000247","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212203","8.5","138.52","","","t","2"
"1980-05","Saskatchewan","2016A000247","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212204","8.6","188.46","","","t","2"
"1980-05","Saskatchewan","2016A000247","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212205","8.7","147.71","","","t","2"
"1980-05","Alberta","2016A000248","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212238","9.4","177.71","","","t","2"
"1980-05","Alberta","2016A000248","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212239","9.5","139.62","","","t","2"
"1980-05","Alberta","2016A000248","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212240","9.6","187.01","","","t","2"
"1980-05","Alberta","2016A000248","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212241","9.7","148.80","","","t","2"
"1980-06","Manitoba","2016A000246","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212166","7.4","172.33","","","t","2"
"1980-06","Manitoba","2016A000246","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212167","7.5","135.58","","","t","2"
"1980-06","Manitoba","2016A000246","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212168","7.6","180.65","","","t","2"
"1980-06","Manitoba","2016A000246","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212169","7.7","144.84","","","t","2"
"1980-06","Saskatchewan","2016A000247","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212202","8.4","178.36","","","t","2"
"1980-06","Saskatchewan","2016A000247","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212203","8.5","139.62","","","t","2"
"1980-06","Saskatchewan","2016A000247","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212204","8.6","189.56","","","t","2"
"1980-06","Saskatchewan","2016A000247","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212205","8.7","148.81","","","t","2"
"1980-06","Alberta","2016A000248","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212238","9.4","176.98","","","t","2"
"1980-06","Alberta","2016A000248","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212239","9.5","138.89","","","t","2"
"1980-06","Alberta","2016A000248","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212240","9.6","186.28","","","t","2"
"1980-06","Alberta","2016A000248","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212241","9.7","148.07","","","t","2"
"1980-07","Manitoba","2016A000246","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212166","7.4","174.53","","","t","2"
"1980-07","Manitoba","2016A000246","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212167","7.5","137.79","","","t","2"
"1980-07","Manitoba","2016A000246","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212168","7.6","183.00","","","t","2"
"1980-07","Manitoba","2016A000246","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212169","7.7","147.00","","","t","2"
"1980-07","Saskatchewan","2016A000247","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212202","8.4","179.47","","","t","2"
"1980-07","Saskatchewan","2016A000247","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212203","8.5","140.73","","","t","2"
"1980-07","Saskatchewan","2016A000247","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212204","8.6","190.66","","","t","2"
"1980-07","Saskatchewan","2016A000247","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212205","8.7","149.91","","","t","2"
"1980-07","Alberta","2016A000248","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212238","9.4","176.99","","","t","2"
"1980-07","Alberta","2016A000248","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212239","9.5","138.89","","","t","2"
"1980-07","Alberta","2016A000248","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212240","9.6","180.00","","","t","2"
"1980-07","Alberta","2016A000248","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212241","9.7","141.86","","","t","2"
"1980-08","Manitoba","2016A000246","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212166","7.4","204.92","","","t","2"
"1980-08","Manitoba","2016A000246","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212167","7.5","138.89","","","t","2"
"1980-08","Manitoba","2016A000246","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212168","7.6","220.94","","","t","2"
"1980-08","Manitoba","2016A000246","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212169","7.7","166.44","","","t","2"
"1980-08","Saskatchewan","2016A000247","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212202","8.4","209.06","","","t","2"
"1980-08","Saskatchewan","2016A000247","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212203","8.5","141.83","","","t","2"
"1980-08","Saskatchewan","2016A000247","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212204","8.6","224.25","","","t","2"
"1980-08","Saskatchewan","2016A000247","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212205","8.7","169.39","","","t","2"
"1980-08","Alberta","2016A000248","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212238","9.4","205.61","","","t","2"
"1980-08","Alberta","2016A000248","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212239","9.5","141.09","","","t","2"
"1980-08","Alberta","2016A000248","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212240","9.6","223.58","","","t","2"
"1980-08","Alberta","2016A000248","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212241","9.7","168.66","","","t","2"
"1980-09","Manitoba","2016A000246","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212166","7.4","205.65","","","t","2"
"1980-09","Manitoba","2016A000246","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212167","7.5","139.62","","","t","2"
"1980-09","Manitoba","2016A000246","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212168","7.6","221.74","","","t","2"
"1980-09","Manitoba","2016A000246","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212169","7.7","167.21","","","t","2"
"1980-09","Saskatchewan","2016A000247","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212202","8.4","209.06","","","t","2"
"1980-09","Saskatchewan","2016A000247","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212203","8.5","141.83","","","t","2"
"1980-09","Saskatchewan","2016A000247","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212204","8.6","224.24","","","t","2"
"1980-09","Saskatchewan","2016A000247","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212205","8.7","169.39","","","t","2"
"1980-09","Alberta","2016A000248","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212238","9.4","204.51","","","t","2"
"1980-09","Alberta","2016A000248","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212239","9.5","139.99","","","t","2"
"1980-09","Alberta","2016A000248","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212240","9.6","222.50","","","t","2"
"1980-09","Alberta","2016A000248","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212241","9.7","167.54","","","t","2"
"1980-10","Manitoba","2016A000246","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212166","7.4","206.02","","","t","2"
"1980-10","Manitoba","2016A000246","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212167","7.5","139.99","","","t","2"
"1980-10","Manitoba","2016A000246","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212168","7.6","222.02","","","t","2"
"1980-10","Manitoba","2016A000246","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212169","7.7","167.60","","","t","2"
"1980-10","Saskatchewan","2016A000247","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212202","8.4","207.96","","","t","2"
"1980-10","Saskatchewan","2016A000247","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212203","8.5","140.73","","","t","2"
"1980-10","Saskatchewan","2016A000247","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212204","8.6","223.14","","","t","2"
"1980-10","Saskatchewan","2016A000247","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212205","8.7","168.28","","","t","2"
"1980-10","Alberta","2016A000248","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212238","9.4","201.94","","","t","2"
"1980-10","Alberta","2016A000248","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212239","9.5","137.42","","","t","2"
"1980-10","Alberta","2016A000248","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212240","9.6","219.92","","","t","2"
"1980-10","Alberta","2016A000248","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212241","9.7","164.98","","","t","2"
"1980-11","Manitoba","2016A000246","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212166","7.4","204.92","","","t","2"
"1980-11","Manitoba","2016A000246","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212167","7.5","138.89","","","t","2"
"1980-11","Manitoba","2016A000246","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212168","7.6","220.98","","","t","2"
"1980-11","Manitoba","2016A000246","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212169","7.7","166.46","","","t","2"
"1980-11","Saskatchewan","2016A000247","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212202","8.4","208.69","","","t","2"
"1980-11","Saskatchewan","2016A000247","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212203","8.5","141.46","","","t","2"
"1980-11","Saskatchewan","2016A000247","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212204","8.6","223.87","","","t","2"
"1980-11","Saskatchewan","2016A000247","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212205","8.7","169.02","","","t","2"
"1980-11","Alberta","2016A000248","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212238","9.4","203.78","","","t","2"
"1980-11","Alberta","2016A000248","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212239","9.5","139.26","","","t","2"
"1980-11","Alberta","2016A000248","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212240","9.6","221.73","","","t","2"
"1980-11","Alberta","2016A000248","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212241","9.7","166.80","","","t","2"
"1980-12","Manitoba","2016A000246","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212166","7.4","206.02","","","t","2"
"1980-12","Manitoba","2016A000246","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212167","7.5","139.99","","","t","2"
"1980-12","Manitoba","2016A000246","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212168","7.6","221.98","","","t","2"
"1980-12","Manitoba","2016A000246","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212169","7.7","167.55","","","t","2"
"1980-12","Saskatchewan","2016A000247","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212202","8.4","209.06","","","t","2"
"1980-12","Saskatchewan","2016A000247","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212203","8.5","141.83","","","t","2"
"1980-12","Saskatchewan","2016A000247","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212204","8.6","235.26","","","t","2"
"1980-12","Saskatchewan","2016A000247","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212205","8.7","180.41","","","t","2"
"1980-12","Alberta","2016A000248","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212238","9.4","204.14","","","t","2"
"1980-12","Alberta","2016A000248","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212239","9.5","139.62","","","t","2"
"1980-12","Alberta","2016A000248","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212240","9.6","229.82","","","t","2"
"1980-12","Alberta","2016A000248","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212241","9.7","174.89","","","t","2"
"1981-01","Manitoba","2016A000246","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212166","7.4","206.40","","","t","2"
"1981-01","Manitoba","2016A000246","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212167","7.5","140.36","","","t","2"
"1981-01","Manitoba","2016A000246","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212168","7.6","214.86","","","t","2"
"1981-01","Manitoba","2016A000246","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212169","7.7","160.31","","","t","2"
"1981-01","Saskatchewan","2016A000247","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212202","8.4","209.06","","","t","2"
"1981-01","Saskatchewan","2016A000247","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212203","8.5","141.83","","","t","2"
"1981-01","Saskatchewan","2016A000247","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212204","8.6","217.62","","","t","2"
"1981-01","Saskatchewan","2016A000247","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212205","8.7","162.77","","","t","2"
"1981-01","Alberta","2016A000248","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212238","9.4","204.14","","","t","2"
"1981-01","Alberta","2016A000248","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212239","9.5","139.62","","","t","2"
"1981-01","Alberta","2016A000248","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212240","9.6","208.88","","","t","2"
"1981-01","Alberta","2016A000248","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212241","9.7","153.95","","","t","2"
"1981-02","Manitoba","2016A000246","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212166","7.4","197.15","","","t","2"
"1981-02","Manitoba","2016A000246","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212167","7.5","171.96","","","t","2"
"1981-02","Manitoba","2016A000246","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212168","7.6","202.35","","","t","2"
"1981-02","Manitoba","2016A000246","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212169","7.7","199.93","","","t","2"
"1981-02","Saskatchewan","2016A000247","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212202","8.4","201.02","","","t","2"
"1981-02","Saskatchewan","2016A000247","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212203","8.5","173.43","","","t","2"
"1981-02","Saskatchewan","2016A000247","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212204","8.6","198.95","","","t","2"
"1981-02","Saskatchewan","2016A000247","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212205","8.7","196.58","","","t","2"
"1981-02","Alberta","2016A000248","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212238","9.4","196.98","","","t","2"
"1981-02","Alberta","2016A000248","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212239","9.5","172.32","","","t","2"
"1981-02","Alberta","2016A000248","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212240","9.6","191.59","","","t","2"
"1981-02","Alberta","2016A000248","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212241","9.7","189.25","","","t","2"
"1981-03","Manitoba","2016A000246","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212166","7.4","191.97","","","t","2"
"1981-03","Manitoba","2016A000246","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212167","7.5","168.28","","","t","2"
"1981-03","Manitoba","2016A000246","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212168","7.6","187.13","","","t","2"
"1981-03","Manitoba","2016A000246","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212169","7.7","187.04","","","t","2"
"1981-03","Saskatchewan","2016A000247","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212202","8.4","202.85","","","t","2"
"1981-03","Saskatchewan","2016A000247","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212203","8.5","176.73","","","t","2"
"1981-03","Saskatchewan","2016A000247","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212204","8.6","205.45","","","t","2"
"1981-03","Saskatchewan","2016A000247","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212205","8.7","205.03","","","t","2"
"1981-03","Alberta","2016A000248","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212238","9.4","198.44","","","t","2"
"1981-03","Alberta","2016A000248","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212239","9.5","175.26","","","t","2"
"1981-03","Alberta","2016A000248","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212240","9.6","196.25","","","t","2"
"1981-03","Alberta","2016A000248","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212241","9.7","195.85","","","t","2"
"1981-04","Manitoba","2016A000246","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212166","7.4","199.68","","","t","2"
"1981-04","Manitoba","2016A000246","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212167","7.5","175.99","","","t","2"
"1981-04","Manitoba","2016A000246","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212168","7.6","201.42","","","t","2"
"1981-04","Manitoba","2016A000246","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212169","7.7","201.32","","","t","2"
"1981-04","Saskatchewan","2016A000247","Canadian Wheat Board, wheat including payments","Dollars per metric tonne","117","units","0","v31212202","8.4","206.16","","","t","2"
"1981-04","Saskatchewan","2016A000247","Canadian Wheat Board, wheat excluding payments","Dollars per metric tonne","117","units","0","v31212203","8.5","180.04","","","t","2"
"1981-04","Saskatchewan","2016A000247","Canadian Wheat Board, durum including payments","Dollars per metric tonne","117","units","0","v31212204","8.6","213.91","","","t","2"
"1981-04","Saskatchewan","2016A000247","Canadian Wheat Board, durum excluding payments","Dollars per metric tonne","117","units","0","v31212205","8.7","213.48","","","t","2"
