month,stage,protein,product,price_per_unit,uom,normalised_price,normalised_uom
2023-05,retail,beef,"Beef stewing cuts, per kilogram",19.32,Dollars,19.32,Dollars
2023-05,retail,beef,"Beef striploin cuts, per kilogram",24.26,Dollars,24.26,Dollars
2023-05,retail,beef,"Beef top sirloin cuts, per kilogram",21.89,Dollars,21.89,Dollars
2023-05,retail,beef,"Beef rib cuts, per kilogram",35.2,Dollars,35.2,Dollars
2023-05,retail,beef,"Ground beef, per kilogram",10.88,Dollars,10.88,Dollars
2023-05,retail,pork,"Pork loin cuts, per kilogram",8.32,Dollars,8.32,Dollars
2023-05,retail,pork,"Pork rib cuts, per kilogram",8.0,Dollars,8.0,Dollars
2023-05,retail,pork,"Pork shoulder cuts, per kilogram",9.07,Dollars,9.07,Dollars
2023-05,retail,chicken,"Whole chicken, per kilogram",6.23,Dollars,6.23,Dollars
2023-05,retail,chicken,"Chicken breasts, per kilogram",13.04,Dollars,13.04,Dollars
2023-05,retail,chicken,"Chicken thigh, per kilogram",12.81,Dollars,12.81,Dollars
2023-05,retail,chicken,"Chicken drumsticks, per kilogram",6.19,Dollars,6.19,Dollars
2023-05,retail,pork,"Bacon, 500 grams",6.1,Dollars,12.2,Dollars per kg
2023-05,retail,milk,"Milk, 1 litre",3.76,Dollars,3.76,Dollars per litre
2023-05,retail,milk,"Milk, 2 litres",5.6,Dollars,2.8,Dollars per litre
2023-05,retail,milk,"Milk, 4 litres",6.26,Dollars,1.56,Dollars per litre
2023-05,retail,egg,"Eggs, 1 dozen",4.55,Dollars,4.55,Dollars
2023-06,farm,beef,Steers for slaughter [111111113],243.38,Dollars per hundredweight,5.37,Dollars per kg
2023-06,farm,beef,Heifers for slaughter [111111114],241.31,Dollars per hundredweight,5.32,Dollars per kg
2023-06,farm,pork,Hogs [111121],101.82,Dollars per hundredweight,2.24,Dollars per kg
2023-06,farm,chicken,Chickens for meat [11113131],2.8,Dollars per kilogram,2.8,Dollars per kilogram
2023-06,farm,milk,Unprocessed milk from bovine [11612111],827.64,Dollars per kilolitre,0.83,Dollars per litre
2023-06,farm,egg,Eggs in shell [116111],2.09,Dollars per dozen,2.09,Dollars per dozen
2023-06,retail,beef,"Beef stewing cuts, per kilogram",19.67,Dollars,19.67,Dollars
2023-06,retail,beef,"Beef striploin cuts, per kilogram",23.57,Dollars,23.57,Dollars
2023-06,retail,beef,"Beef top sirloin cuts, per kilogram",23.89,Dollars,23.89,Dollars
2023-06,retail,beef,"Beef rib cuts, per kilogram",32.0,Dollars,32.0,Dollars
2023-06,retail,beef,"Ground beef, per kilogram",10.51,Dollars,10.51,Dollars
2023-06,retail,pork,"Pork loin cuts, per kilogram",8.07,Dollars,8.07,Dollars
2023-06,retail,pork,"Pork rib cuts, per kilogram",7.29,Dollars,7.29,Dollars
2023-06,retail,pork,"Pork shoulder cuts, per kilogram",9.04,Dollars,9.04,Dollars
2023-06,retail,chicken,"Whole chicken, per kilogram",6.51,Dollars,6.51,Dollars
2023-06,retail,chicken,"Chicken breasts, per kilogram",13.91,Dollars,13.91,Dollars
2023-06,retail,chicken,"Chicken thigh, per kilogram",13.58,Dollars,13.58,Dollars
2023-06,retail,chicken,"Chicken drumsticks, per kilogram",5.71,Dollars,5.71,Dollars
2023-06,retail,pork,"Bacon, 500 grams",6.2,Dollars,12.4,Dollars per kg
2023-06,retail,milk,"Milk, 1 litre",3.76,Dollars,3.76,Dollars per litre
2023-06,retail,milk,"Milk, 2 litres",5.68,Dollars,2.84,Dollars per litre
2023-06,retail,milk,"Milk, 4 litres",6.27,Dollars,1.57,Dollars per litre
2023-06,retail,egg,"Eggs, 1 dozen",4.67,Dollars,4.67,Dollars
2023-07,farm,beef,Steers for slaughter [111111113],235.36,Dollars per hundredweight,5.19,Dollars per kg
2023-07,farm,beef,Heifers for slaughter [111111114],230.02,Dollars per hundredweight,5.07,Dollars per kg
2023-07,farm,pork,Hogs [111121],121.4,Dollars per hundredweight,2.68,Dollars per kg
2023-07,farm,chicken,Chickens for meat [11113131],2.79,Dollars per kilogram,2.79,Dollars per kilogram
2023-07,farm,milk,Unprocessed milk from bovine [11612111],831.43,Dollars per kilolitre,0.83,Dollars per litre
2023-07,farm,egg,Eggs in shell [116111],2.09,Dollars per dozen,2.09,Dollars per dozen
2023-07,retail,beef,"Beef stewing cuts, per kilogram",19.91,Dollars,19.91,Dollars
2023-07,retail,beef,"Beef striploin cuts, per kilogram",28.9,Dollars,28.9,Dollars
2023-07,retail,beef,"Beef top sirloin cuts, per kilogram",22.68,Dollars,22.68,Dollars
2023-07,retail,beef,"Beef rib cuts, per kilogram",31.2,Dollars,31.2,Dollars
2023-07,retail,beef,"Ground beef, per kilogram",10.6,Dollars,10.6,Dollars
2023-07,retail,pork,"Pork loin cuts, per kilogram",7.85,Dollars,7.85,Dollars
2023-07,retail,pork,"Pork rib cuts, per kilogram",8.57,Dollars,8.57,Dollars
2023-07,retail,pork,"Pork shoulder cuts, per kilogram",9.11,Dollars,9.11,Dollars
2023-07,retail,chicken,"Whole chicken, per kilogram",6.45,Dollars,6.45,Dollars
2023-07,retail,chicken,"Chicken breasts, per kilogram",14.15,Dollars,14.15,Dollars
2023-07,retail,chicken,"Chicken thigh, per kilogram",12.44,Dollars,12.44,Dollars
2023-07,retail,chicken,"Chicken drumsticks, per kilogram",6.51,Dollars,6.51,Dollars
2023-07,retail,pork,"Bacon, 500 grams",6.3,Dollars,12.6,Dollars per kg
2023-07,retail,milk,"Milk, 1 litre",3.76,Dollars,3.76,Dollars per litre
2023-07,retail,milk,"Milk, 2 litres",5.7,Dollars,2.85,Dollars per litre
2023-07,retail,milk,"Milk, 4 litres",6.26,Dollars,1.56,Dollars per litre
2023-07,retail,egg,"Eggs, 1 dozen",4.75,Dollars,4.75,Dollars
2023-08,farm,beef,Steers for slaughter [111111113],229.96,Dollars per hundredweight,5.07,Dollars per kg
2023-08,farm,beef,Heifers for slaughter [111111114],227.88,Dollars per hundredweight,5.02,Dollars per kg
2023-08,farm,pork,Hogs [111121],126.41,Dollars per hundredweight,2.79,Dollars per kg
2023-08,farm,chicken,Chickens for meat [11113131],2.71,Dollars per kilogram,2.71,Dollars per kilogram
2023-08,farm,milk,Unprocessed milk from bovine [11612111],858.25,Dollars per kilolitre,0.86,Dollars per litre
2023-08,farm,egg,Eggs in shell [116111],2.09,Dollars per dozen,2.09,Dollars per dozen
2023-08,retail,beef,"Beef stewing cuts, per kilogram",20.29,Dollars,20.29,Dollars
2023-08,retail,beef,"Beef striploin cuts, per kilogram",24.74,Dollars,24.74,Dollars
2023-08,retail,beef,"Beef top sirloin cuts, per kilogram",28.33,Dollars,28.33,Dollars
2023-08,retail,beef,"Beef rib cuts, per kilogram",32.3,Dollars,32.3,Dollars
2023-08,retail,beef,"Ground beef, per kilogram",10.62,Dollars,10.62,Dollars
2023-08,retail,pork,"Pork loin cuts, per kilogram",9.39,Dollars,9.39,Dollars
2023-08,retail,pork,"Pork rib cuts, per kilogram",8.87,Dollars,8.87,Dollars
2023-08,retail,pork,"Pork shoulder cuts, per kilogram",9.38,Dollars,9.38,Dollars
2023-08,retail,chicken,"Whole chicken, per kilogram",7.03,Dollars,7.03,Dollars
2023-08,retail,chicken,"Chicken breasts, per kilogram",14.38,Dollars,14.38,Dollars
2023-08,retail,chicken,"Chicken thigh, per kilogram",13.44,Dollars,13.44,Dollars
2023-08,retail,chicken,"Chicken drumsticks, per kilogram",7.25,Dollars,7.25,Dollars
2023-08,retail,pork,"Bacon, 500 grams",6.44,Dollars,12.88,Dollars per kg
2023-08,retail,milk,"Milk, 1 litre",3.77,Dollars,3.77,Dollars per litre
2023-08,retail,milk,"Milk, 2 litres",5.63,Dollars,2.81,Dollars per litre
2023-08,retail,milk,"Milk, 4 litres",6.28,Dollars,1.57,Dollars per litre
2023-08,retail,egg,"Eggs, 1 dozen",4.75,Dollars,4.75,Dollars
2023-09,farm,beef,Steers for slaughter [111111113],232.44,Dollars per hundredweight,5.12,Dollars per kg
2023-09,farm,beef,Heifers for slaughter [111111114],230.31,Dollars per hundredweight,5.08,Dollars per kg
2023-09,farm,pork,Hogs [111121],111.98,Dollars per hundredweight,2.47,Dollars per kg
2023-09,farm,chicken,Chickens for meat [11113131],2.69,Dollars per kilogram,2.69,Dollars per kilogram
2023-09,farm,milk,Unprocessed milk from bovine [11612111],866.02,Dollars per kilolitre,0.87,Dollars per litre
2023-09,farm,egg,Eggs in shell [116111],2.09,Dollars per dozen,2.09,Dollars per dozen
2023-09,retail,beef,"Beef stewing cuts, per kilogram",19.55,Dollars,19.55,Dollars
2023-09,retail,beef,"Beef striploin cuts, per kilogram",26.2,Dollars,26.2,Dollars
2023-09,retail,beef,"Beef top sirloin cuts, per kilogram",28.58,Dollars,28.58,Dollars
2023-09,retail,beef,"Beef rib cuts, per kilogram",28.49,Dollars,28.49,Dollars
2023-09,retail,beef,"Ground beef, per kilogram",11.3,Dollars,11.3,Dollars
2023-09,retail,pork,"Pork loin cuts, per kilogram",8.82,Dollars,8.82,Dollars
2023-09,retail,pork,"Pork rib cuts, per kilogram",7.89,Dollars,7.89,Dollars
2023-09,retail,pork,"Pork shoulder cuts, per kilogram",9.47,Dollars,9.47,Dollars
2023-09,retail,chicken,"Whole chicken, per kilogram",6.71,Dollars,6.71,Dollars
2023-09,retail,chicken,"Chicken breasts, per kilogram",15.33,Dollars,15.33,Dollars
2023-09,retail,chicken,"Chicken thigh, per kilogram",13.72,Dollars,13.72,Dollars
2023-09,retail,chicken,"Chicken drumsticks, per kilogram",5.46,Dollars,5.46,Dollars
2023-09,retail,pork,"Bacon, 500 grams",7.3,Dollars,14.6,Dollars per kg
2023-09,retail,milk,"Milk, 1 litre",3.76,Dollars,3.76,Dollars per litre
2023-09,retail,milk,"Milk, 2 litres",5.65,Dollars,2.83,Dollars per litre
2023-09,retail,milk,"Milk, 4 litres",6.2,Dollars,1.55,Dollars per litre
2023-09,retail,egg,"Eggs, 1 dozen",4.52,Dollars,4.52,Dollars
2023-10,farm,beef,Steers for slaughter [111111113],233.9,Dollars per hundredweight,5.16,Dollars per kg
2023-10,farm,beef,Heifers for slaughter [111111114],231.24,Dollars per hundredweight,5.1,Dollars per kg
2023-10,farm,pork,Hogs [111121],105.71,Dollars per hundredweight,2.33,Dollars per kg
2023-10,farm,chicken,Chickens for meat [11113131],2.69,Dollars per kilogram,2.69,Dollars per kilogram
2023-10,farm,milk,Unprocessed milk from bovine [11612111],896.08,Dollars per kilolitre,0.9,Dollars per litre
2023-10,farm,egg,Eggs in shell [116111],2.09,Dollars per dozen,2.09,Dollars per dozen
2023-10,retail,beef,"Beef stewing cuts, per kilogram",18.23,Dollars,18.23,Dollars
2023-10,retail,beef,"Beef striploin cuts, per kilogram",24.85,Dollars,24.85,Dollars
2023-10,retail,beef,"Beef top sirloin cuts, per kilogram",26.58,Dollars,26.58,Dollars
2023-10,retail,beef,"Beef rib cuts, per kilogram",20.26,Dollars,20.26,Dollars
2023-10,retail,beef,"Ground beef, per kilogram",11.49,Dollars,11.49,Dollars
2023-10,retail,pork,"Pork loin cuts, per kilogram",8.84,Dollars,8.84,Dollars
2023-10,retail,pork,"Pork rib cuts, per kilogram",7.6,Dollars,7.6,Dollars
2023-10,retail,pork,"Pork shoulder cuts, per kilogram",5.23,Dollars,5.23,Dollars
2023-10,retail,chicken,"Whole chicken, per kilogram",6.26,Dollars,6.26,Dollars
2023-10,retail,chicken,"Chicken breasts, per kilogram",14.18,Dollars,14.18,Dollars
2023-10,retail,chicken,"Chicken thigh, per kilogram",13.32,Dollars,13.32,Dollars
2023-10,retail,chicken,"Chicken drumsticks, per kilogram",8.82,Dollars,8.82,Dollars
2023-10,retail,pork,"Bacon, 500 grams",7.43,Dollars,14.86,Dollars per kg
2023-10,retail,milk,"Milk, 1 litre",3.75,Dollars,3.75,Dollars per litre
2023-10,retail,milk,"Milk, 2 litres",5.68,Dollars,2.84,Dollars per litre
2023-10,retail,milk,"Milk, 4 litres",6.22,Dollars,1.55,Dollars per litre
2023-10,retail,egg,"Eggs, 1 dozen",4.8,Dollars,4.8,Dollars
2023-11,farm,beef,Steers for slaughter [111111113],231.89,Dollars per hundredweight,5.11,Dollars per kg
2023-11,farm,beef,Heifers for slaughter [111111114],230.42,Dollars per hundredweight,5.08,Dollars per kg
2023-11,farm,pork,Hogs [111121],101.27,Dollars per hundredweight,2.23,Dollars per kg
2023-11,farm,chicken,Chickens for meat [11113131],2.67,Dollars per kilogram,2.67,Dollars per kilogram
2023-11,farm,milk,Unprocessed milk from bovine [11612111],938.52,Dollars per kilolitre,0.94,Dollars per litre
2023-11,farm,egg,Eggs in shell [116111],1.97,Dollars per dozen,1.97,Dollars per dozen
2023-11,retail,beef,"Beef stewing cuts, per kilogram",21.36,Dollars,21.36,Dollars
2023-11,retail,beef,"Beef striploin cuts, per kilogram",21.4,Dollars,21.4,Dollars
2023-11,retail,beef,"Beef top sirloin cuts, per kilogram",20.14,Dollars,20.14,Dollars
2023-11,retail,beef,"Beef rib cuts, per kilogram",34.95,Dollars,34.95,Dollars
2023-11,retail,beef,"Ground beef, per kilogram",11.58,Dollars,11.58,Dollars
2023-11,retail,pork,"Pork loin cuts, per kilogram",7.99,Dollars,7.99,Dollars
2023-11,retail,pork,"Pork rib cuts, per kilogram",9.08,Dollars,9.08,Dollars
2023-11,retail,pork,"Pork shoulder cuts, per kilogram",7.75,Dollars,7.75,Dollars
2023-11,retail,chicken,"Whole chicken, per kilogram",5.72,Dollars,5.72,Dollars
2023-11,retail,chicken,"Chicken breasts, per kilogram",13.86,Dollars,13.86,Dollars
2023-11,retail,chicken,"Chicken thigh, per kilogram",10.95,Dollars,10.95,Dollars
2023-11,retail,chicken,"Chicken drumsticks, per kilogram",7.03,Dollars,7.03,Dollars
2023-11,retail,pork,"Bacon, 500 grams",6.7,Dollars,13.4,Dollars per kg
2023-11,retail,milk,"Milk, 1 litre",3.75,Dollars,3.75,Dollars per litre
2023-11,retail,milk,"Milk, 2 litres",5.7,Dollars,2.85,Dollars per litre
2023-11,retail,milk,"Milk, 4 litres",6.29,Dollars,1.57,Dollars per litre
2023-11,retail,egg,"Eggs, 1 dozen",4.74,Dollars,4.74,Dollars
2023-12,farm,beef,Steers for slaughter [111111113],224.33,Dollars per hundredweight,4.95,Dollars per kg
2023-12,farm,beef,Heifers for slaughter [111111114],227.2,Dollars per hundredweight,5.01,Dollars per kg
2023-12,farm,pork,Hogs [111121],93.46,Dollars per hundredweight,2.06,Dollars per kg
2023-12,farm,chicken,Chickens for meat [11113131],2.69,Dollars per kilogram,2.69,Dollars per kilogram
2023-12,farm,milk,Unprocessed milk from bovine [11612111],890.1,Dollars per kilolitre,0.89,Dollars per litre
2023-12,farm,egg,Eggs in shell [116111],1.97,Dollars per dozen,1.97,Dollars per dozen
2023-12,retail,beef,"Beef stewing cuts, per kilogram",20.8,Dollars,20.8,Dollars
2023-12,retail,beef,"Beef striploin cuts, per kilogram",19.18,Dollars,19.18,Dollars
2023-12,retail,beef,"Beef top sirloin cuts, per kilogram",20.83,Dollars,20.83,Dollars
2023-12,retail,beef,"Beef rib cuts, per kilogram",24.88,Dollars,24.88,Dollars
2023-12,retail,beef,"Ground beef, per kilogram",12.23,Dollars,12.23,Dollars
2023-12,retail,pork,"Pork loin cuts, per kilogram",8.88,Dollars,8.88,Dollars
2023-12,retail,pork,"Pork rib cuts, per kilogram",9.17,Dollars,9.17,Dollars
2023-12,retail,pork,"Pork shoulder cuts, per kilogram",6.35,Dollars,6.35,Dollars
2023-12,retail,chicken,"Whole chicken, per kilogram",5.8,Dollars,5.8,Dollars
2023-12,retail,chicken,"Chicken breasts, per kilogram",12.3,Dollars,12.3,Dollars
2023-12,retail,chicken,"Chicken thigh, per kilogram",12.46,Dollars,12.46,Dollars
2023-12,retail,chicken,"Chicken drumsticks, per kilogram",8.09,Dollars,8.09,Dollars
2023-12,retail,pork,"Bacon, 500 grams",7.06,Dollars,14.12,Dollars per kg
2023-12,retail,milk,"Milk, 1 litre",3.75,Dollars,3.75,Dollars per litre
2023-12,retail,milk,"Milk, 2 litres",5.7,Dollars,2.85,Dollars per litre
2023-12,retail,milk,"Milk, 4 litres",6.28,Dollars,1.57,Dollars per litre
2023-12,retail,egg,"Eggs, 1 dozen",4.85,Dollars,4.85,Dollars
2024-01,farm,beef,Steers for slaughter [111111113],223.81,Dollars per hundredweight,4.93,Dollars per kg
2024-01,farm,beef,Heifers for slaughter [111111114],224.31,Dollars per hundredweight,4.95,Dollars per kg
2024-01,farm,pork,Hogs [111121],96.06,Dollars per hundredweight,2.12,Dollars per kg
2024-01,farm,chicken,Chickens for meat [11113131],2.73,Dollars per kilogram,2.73,Dollars per kilogram
2024-01,farm,milk,Unprocessed milk from bovine [11612111],913.79,Dollars per kilolitre,0.91,Dollars per litre
2024-01,farm,egg,Eggs in shell [116111],2.05,Dollars per dozen,2.05,Dollars per dozen
2024-01,retail,beef,"Beef stewing cuts, per kilogram",18.04,Dollars,18.04,Dollars
2024-01,retail,beef,"Beef striploin cuts, per kilogram",29.86,Dollars,29.86,Dollars
2024-01,retail,beef,"Beef top sirloin cuts, per kilogram",17.8,Dollars,17.8,Dollars
2024-01,retail,beef,"Beef rib cuts, per kilogram",33.03,Dollars,33.03,Dollars
2024-01,retail,beef,"Ground beef, per kilogram",11.06,Dollars,11.06,Dollars
2024-01,retail,pork,"Pork loin cuts, per kilogram",8.6,Dollars,8.6,Dollars
2024-01,retail,pork,"Pork rib cuts, per kilogram",7.05,Dollars,7.05,Dollars
2024-01,retail,pork,"Pork shoulder cuts, per kilogram",4.81,Dollars,4.81,Dollars
2024-01,retail,chicken,"Whole chicken, per kilogram",5.16,Dollars,5.16,Dollars
2024-01,retail,chicken,"Chicken breasts, per kilogram",13.68,Dollars,13.68,Dollars
2024-01,retail,chicken,"Chicken thigh, per kilogram",12.66,Dollars,12.66,Dollars
2024-01,retail,chicken,"Chicken drumsticks, per kilogram",8.29,Dollars,8.29,Dollars
2024-01,retail,pork,"Bacon, 500 grams",6.49,Dollars,12.98,Dollars per kg
2024-01,retail,milk,"Milk, 1 litre",3.71,Dollars,3.71,Dollars per litre
2024-01,retail,milk,"Milk, 2 litres",5.58,Dollars,2.79,Dollars per litre
2024-01,retail,milk,"Milk, 4 litres",6.29,Dollars,1.57,Dollars per litre
2024-01,retail,egg,"Eggs, 1 dozen",4.66,Dollars,4.66,Dollars
2024-02,farm,beef,Steers for slaughter [111111113],235.7,Dollars per hundredweight,5.2,Dollars per kg
2024-02,farm,beef,Heifers for slaughter [111111114],233.04,Dollars per hundredweight,5.14,Dollars per kg
2024-02,farm,pork,Hogs [111121],100.61,Dollars per hundredweight,2.22,Dollars per kg
2024-02,farm,chicken,Chickens for meat [11113131],2.77,Dollars per kilogram,2.77,Dollars per kilogram
2024-02,farm,milk,Unprocessed milk from bovine [11612111],898.47,Dollars per kilolitre,0.9,Dollars per litre
2024-02,farm,egg,Eggs in shell [116111],2.04,Dollars per dozen,2.04,Dollars per dozen
2024-02,retail,beef,"Beef stewing cuts, per kilogram",17.51,Dollars,17.51,Dollars
2024-02,retail,beef,"Beef striploin cuts, per kilogram",23.48,Dollars,23.48,Dollars
2024-02,retail,beef,"Beef top sirloin cuts, per kilogram",18.31,Dollars,18.31,Dollars
2024-02,retail,beef,"Beef rib cuts, per kilogram",25.66,Dollars,25.66,Dollars
2024-02,retail,beef,"Ground beef, per kilogram",11.09,Dollars,11.09,Dollars
2024-02,retail,pork,"Pork loin cuts, per kilogram",8.17,Dollars,8.17,Dollars
2024-02,retail,pork,"Pork rib cuts, per kilogram",7.49,Dollars,7.49,Dollars
2024-02,retail,pork,"Pork shoulder cuts, per kilogram",5.01,Dollars,5.01,Dollars
2024-02,retail,chicken,"Whole chicken, per kilogram",5.27,Dollars,5.27,Dollars
2024-02,retail,chicken,"Chicken breasts, per kilogram",12.62,Dollars,12.62,Dollars
2024-02,retail,chicken,"Chicken thigh, per kilogram",11.8,Dollars,11.8,Dollars
2024-02,retail,chicken,"Chicken drumsticks, per kilogram",7.16,Dollars,7.16,Dollars
2024-02,retail,pork,"Bacon, 500 grams",5.73,Dollars,11.46,Dollars per kg
2024-02,retail,milk,"Milk, 1 litre",3.72,Dollars,3.72,Dollars per litre
2024-02,retail,milk,"Milk, 2 litres",5.52,Dollars,2.76,Dollars per litre
2024-02,retail,milk,"Milk, 4 litres",6.32,Dollars,1.58,Dollars per litre
2024-02,retail,egg,"Eggs, 1 dozen",4.7,Dollars,4.7,Dollars
2024-03,farm,beef,Steers for slaughter [111111113],236.65,Dollars per hundredweight,5.22,Dollars per kg
2024-03,farm,beef,Heifers for slaughter [111111114],234.35,Dollars per hundredweight,5.17,Dollars per kg
2024-03,farm,pork,Hogs [111121],104.78,Dollars per hundredweight,2.31,Dollars per kg
2024-03,farm,chicken,Chickens for meat [11113131],2.72,Dollars per kilogram,2.72,Dollars per kilogram
2024-03,farm,milk,Unprocessed milk from bovine [11612111],895.75,Dollars per kilolitre,0.9,Dollars per litre
2024-03,farm,egg,Eggs in shell [116111],2.12,Dollars per dozen,2.12,Dollars per dozen
2024-03,retail,beef,"Beef stewing cuts, per kilogram",16.52,Dollars,16.52,Dollars
2024-03,retail,beef,"Beef striploin cuts, per kilogram",29.43,Dollars,29.43,Dollars
2024-03,retail,beef,"Beef top sirloin cuts, per kilogram",20.59,Dollars,20.59,Dollars
2024-03,retail,beef,"Beef rib cuts, per kilogram",21.16,Dollars,21.16,Dollars
2024-03,retail,beef,"Ground beef, per kilogram",11.49,Dollars,11.49,Dollars
2024-03,retail,pork,"Pork loin cuts, per kilogram",9.63,Dollars,9.63,Dollars
2024-03,retail,pork,"Pork rib cuts, per kilogram",8.93,Dollars,8.93,Dollars
2024-03,retail,pork,"Pork shoulder cuts, per kilogram",9.32,Dollars,9.32,Dollars
2024-03,retail,chicken,"Whole chicken, per kilogram",6.2,Dollars,6.2,Dollars
2024-03,retail,chicken,"Chicken breasts, per kilogram",13.91,Dollars,13.91,Dollars
2024-03,retail,chicken,"Chicken thigh, per kilogram",9.89,Dollars,9.89,Dollars
2024-03,retail,chicken,"Chicken drumsticks, per kilogram",5.35,Dollars,5.35,Dollars
2024-03,retail,pork,"Bacon, 500 grams",5.94,Dollars,11.88,Dollars per kg
2024-03,retail,milk,"Milk, 1 litre",3.72,Dollars,3.72,Dollars per litre
2024-03,retail,milk,"Milk, 2 litres",5.58,Dollars,2.79,Dollars per litre
2024-03,retail,milk,"Milk, 4 litres",6.26,Dollars,1.56,Dollars per litre
2024-03,retail,egg,"Eggs, 1 dozen",4.53,Dollars,4.53,Dollars
2024-04,farm,beef,Steers for slaughter [111111113],237.62,Dollars per hundredweight,5.24,Dollars per kg
2024-04,farm,beef,Heifers for slaughter [111111114],235.12,Dollars per hundredweight,5.18,Dollars per kg
2024-04,farm,pork,Hogs [111121],112.74,Dollars per hundredweight,2.49,Dollars per kg
2024-04,farm,chicken,Chickens for meat [11113131],2.69,Dollars per kilogram,2.69,Dollars per kilogram
2024-04,farm,milk,Unprocessed milk from bovine [11612111],878.63,Dollars per kilolitre,0.88,Dollars per litre
2024-04,farm,egg,Eggs in shell [116111],2.04,Dollars per dozen,2.04,Dollars per dozen
2024-04,retail,beef,"Beef stewing cuts, per kilogram",18.59,Dollars,18.59,Dollars
2024-04,retail,beef,"Beef striploin cuts, per kilogram",23.8,Dollars,23.8,Dollars
2024-04,retail,beef,"Beef top sirloin cuts, per kilogram",18.57,Dollars,18.57,Dollars
2024-04,retail,beef,"Beef rib cuts, per kilogram",31.09,Dollars,31.09,Dollars
2024-04,retail,beef,"Ground beef, per kilogram",11.29,Dollars,11.29,Dollars
2024-04,retail,pork,"Pork loin cuts, per kilogram",9.18,Dollars,9.18,Dollars
2024-04,retail,pork,"Pork rib cuts, per kilogram",8.08,Dollars,8.08,Dollars
2024-04,retail,pork,"Pork shoulder cuts, per kilogram",9.53,Dollars,9.53,Dollars
2024-04,retail,chicken,"Whole chicken, per kilogram",5.86,Dollars,5.86,Dollars
2024-04,retail,chicken,"Chicken breasts, per kilogram",13.4,Dollars,13.4,Dollars
2024-04,retail,chicken,"Chicken thigh, per kilogram",11.97,Dollars,11.97,Dollars
2024-04,retail,chicken,"Chicken drumsticks, per kilogram",7.62,Dollars,7.62,Dollars
2024-04,retail,pork,"Bacon, 500 grams",6.09,Dollars,12.18,Dollars per kg
2024-04,retail,milk,"Milk, 1 litre",3.7,Dollars,3.7,Dollars per litre
2024-04,retail,milk,"Milk, 2 litres",5.5,Dollars,2.75,Dollars per litre
2024-04,retail,milk,"Milk, 4 litres",6.3,Dollars,1.57,Dollars per litre
2024-04,retail,egg,"Eggs, 1 dozen",4.76,Dollars,4.76,Dollars
2024-05,farm,beef,Steers for slaughter [111111113],243.2,Dollars per hundredweight,5.36,Dollars per kg
2024-05,farm,beef,Heifers for slaughter [111111114],243.55,Dollars per hundredweight,5.37,Dollars per kg
2024-05,farm,pork,Hogs [111121],114.42,Dollars per hundredweight,2.52,Dollars per kg
2024-05,farm,chicken,Chickens for meat [11113131],2.67,Dollars per kilogram,2.67,Dollars per kilogram
2024-05,farm,milk,Unprocessed milk from bovine [11612111],900.15,Dollars per kilolitre,0.9,Dollars per litre
2024-05,farm,egg,Eggs in shell [116111],2.04,Dollars per dozen,2.04,Dollars per dozen
2024-05,retail,beef,"Beef stewing cuts, per kilogram",20.41,Dollars,20.41,Dollars
2024-05,retail,beef,"Beef striploin cuts, per kilogram",28.7,Dollars,28.7,Dollars
2024-05,retail,beef,"Beef top sirloin cuts, per kilogram",21.0,Dollars,21.0,Dollars
2024-05,retail,beef,"Beef rib cuts, per kilogram",28.76,Dollars,28.76,Dollars
2024-05,retail,beef,"Ground beef, per kilogram",12.23,Dollars,12.23,Dollars
2024-05,retail,pork,"Pork loin cuts, per kilogram",8.73,Dollars,8.73,Dollars
2024-05,retail,pork,"Pork rib cuts, per kilogram",8.66,Dollars,8.66,Dollars
2024-05,retail,pork,"Pork shoulder cuts, per kilogram",8.97,Dollars,8.97,Dollars
2024-05,retail,chicken,"Whole chicken, per kilogram",5.75,Dollars,5.75,Dollars
2024-05,retail,chicken,"Chicken breasts, per kilogram",13.54,Dollars,13.54,Dollars
2024-05,retail,chicken,"Chicken thigh, per kilogram",10.74,Dollars,10.74,Dollars
2024-05,retail,chicken,"Chicken drumsticks, per kilogram",5.75,Dollars,5.75,Dollars
2024-05,retail,pork,"Bacon, 500 grams",5.95,Dollars,11.9,Dollars per kg
2024-05,retail,milk,"Milk, 1 litre",3.79,Dollars,3.79,Dollars per litre
2024-05,retail,milk,"Milk, 2 litres",5.62,Dollars,2.81,Dollars per litre
2024-05,retail,milk,"Milk, 4 litres",6.48,Dollars,1.62,Dollars per litre
2024-05,retail,egg,"Eggs, 1 dozen",4.79,Dollars,4.79,Dollars
2024-06,farm,beef,Steers for slaughter [111111113],240.48,Dollars per hundredweight,5.3,Dollars per kg
2024-06,farm,beef,Heifers for slaughter [111111114],239.31,Dollars per hundredweight,5.28,Dollars per kg
2024-06,farm,pork,Hogs [111121],116.0,Dollars per hundredweight,2.56,Dollars per kg
2024-06,farm,chicken,Chickens for meat [11113131],2.65,Dollars per kilogram,2.65,Dollars per kilogram
2024-06,farm,milk,Unprocessed milk from bovine [11612111],899.13,Dollars per kilolitre,0.9,Dollars per litre
2024-06,farm,egg,Eggs in shell [116111],2.04,Dollars per dozen,2.04,Dollars per dozen
2024-06,retail,beef,"Beef stewing cuts, per kilogram",20.42,Dollars,20.42,Dollars
2024-06,retail,beef,"Beef striploin cuts, per kilogram",26.94,Dollars,26.94,Dollars
